128
0.856934 0.278606 0.180273 0.552599 0.608337 0.724752 0.277286 0.331120 0.171892 0.973760 0.463009 0.370575 0.477867 0.616738 0.051549 0.799219 0.185450 0.556072 0.477493 0.751698 0.250923 0.817368 0.094453 0.253712 0.332127 0.374963 0.922900 0.377409 0.830419 0.400083 0.082777 0.687353 0.678689 0.263050 0.239952 0.287026 0.987802 0.517238 0.618147 0.159693 0.490998 0.081155 0.530268 0.968864 0.697894 0.581817 0.768084 0.883343 0.137890 0.245577 0.635041 0.388813 0.062945 0.729494 0.642525 0.395072 0.104457 0.565426 0.772481 0.934876 0.965509 0.855258 0.622229 0.644198 0.118307 0.862181 0.931224 0.106109 0.379419 0.549371 0.265802 0.870416 0.630526 0.796071 0.839281 0.328420 0.377888 0.607364 0.211763 0.515778 0.852942 0.846804 0.904591 0.915887 0.576298 0.547116 0.310959 0.680755 0.112542 0.083439 0.615631 0.078050 0.938697 0.237860 0.722248 0.057004 0.100041 0.653472 0.163114 0.479459 0.202843 0.428916 0.349876 0.833369 0.224987 0.189156 0.161789 0.602875 0.796521 0.373552 0.118652 0.649462 0.220356 0.023243 0.565349 0.796654 0.570358 0.876308 0.477408 0.682900 0.959747 0.093039 0.760950 0.898444 0.330899 0.483198 0.955449 0.430940 
0.117118 0.156639 0.935037 0.415037 0.630620 0.359327 0.210780 0.817719 0.472924 0.467756 0.438619 0.296599 0.773534 0.578281 0.902460 1.037809 0.542580 0.536762 0.790492 0.190327 0.371365 0.314352 0.783401 0.331493 0.341073 0.582689 0.321396 0.678160 0.128135 0.205391 0.068833 0.245252 0.362030 1.003870 0.523619 0.855980 0.363197 0.734399 0.673699 0.699450 1.065484 0.975647 0.996049 0.839018 0.553929 0.898508 0.740156 1.096508 0.298600 0.393978 0.150165 0.669965 0.571659 0.933566 1.001458 0.912731 0.379585 0.186183 0.590891 0.507719 0.391574 0.659724 0.616301 0.616934 0.526923 0.139920 0.472914 0.753449 0.737649 1.009942 0.452899 0.803133 0.985589 0.448948 0.505480 0.402847 0.210785 0.108966 0.362685 0.509385 0.502943 0.512849 0.179350 1.074602 0.309745 1.044137 0.850663 0.689330 0.093650 0.304884 1.060379 0.348554 0.964608 0.540009 0.965488 0.354860 0.543259 0.301731 0.108310 0.280908 0.175002 0.561209 0.947370 0.160591 0.873487 0.316179 0.426767 0.084272 0.425145 0.789452 0.456987 0.791417 0.165631 0.499666 0.729349 0.475376 0.543803 0.580011 1.028035 0.637453 0.884895 0.951743 0.986007 0.712832 0.491752 0.814824 1.067693 1.035011 
0.823689 0.270540 0.385829 0.647497 1.123116 0.793701 0.425705 0.704594 0.556990 1.503557 0.824058 1.059544 0.773940 1.415338 0.470570 1.223436 0.497809 0.597550 1.275986 1.498004 0.761624 1.553376 0.426172 0.517100 1.028139 0.572278 1.748019 0.525845 1.746897 1.181565 0.205597 1.573747 1.475233 0.591425 0.260039 0.637143 1.361998 0.685745 1.318609 0.957783 1.228097 0.181463 1.017327 0.978909 1.573673 1.464769 1.218012 1.071482 1.077986 0.509665 1.585153 0.839610 0.101836 1.011325 1.356709 1.129975 0.599269 1.120396 1.632692 1.346166 1.301961 0.838289 0.958708 0.815989 0.445381 1.195620 1.430004 0.846174 0.920159 0.787408 0.780830 1.125128 0.945743 0.775029 1.119704 0.535083 1.255465 1.353384 0.622232 1.333451 0.863048 1.207385 1.149933 0.964884 1.234377 1.545437 1.110526 0.833646 0.681500 0.758886 1.218607 1.022256 1.597174 1.192982 0.838245 1.058222 0.427397 1.283915 0.881269 1.324429 1.086990 0.662099 0.488352 1.009605 0.475923 0.623723 0.583484 0.708260 0.977106 1.205716 1.080505 0.878950 0.428768 0.269233 0.859501 1.663144 0.791542 0.946900 0.535585 1.473042 1.705785 0.769859 1.495298 1.318627 0.939713 1.349209 1.376849 1.367110 
0.444167 0.163293 0.389524 0.833018 1.214745 1.409085 0.908099 1.223005 0.816886 1.032713 1.358319 1.341145 1.458384 1.760887 1.283094 0.980782 1.379232 0.501895 1.959684 1.204341 0.781060 1.077679 1.416861 1.347647 1.451599 1.174562 1.585200 0.702467 1.786472 1.694297 0.370579 1.221803 2.035122 0.549005 0.747598 0.942645 1.798803 0.655697 1.006362 1.097369 1.170090 1.057458 1.649612 0.680284 1.659058 1.773419 0.983458 1.249387 1.597706 0.476632 1.776120 1.589864 0.247089 1.404078 1.937511 1.698688 0.901033 1.056201 1.241868 0.898602 0.961596 0.823545 0.813182 0.689495 0.694942 1.401493 1.472853 0.975425 1.538870 1.171992 1.124604 1.760770 1.070163 0.826027 0.763446 1.262711 1.921838 1.069296 0.834490 1.730642 0.757026 0.821708 1.372317 1.004115 1.548178 1.791508 1.025195 0.660309 1.381199 0.800552 1.040590 1.824474 1.624097 1.176164 0.725068 1.641431 1.270434 1.520313 0.668666 1.650017 1.014697 1.004369 1.103564 1.136671 1.312075 1.189402 0.881061 1.285724 1.469796 1.715552 1.498045 0.708502 1.070749 0.563140 1.035008 1.618928 1.406458 1.112014 0.972014 1.787657 1.912566 1.334996 1.823229 1.070153 1.562971 1.870689 1.922682 1.833406 
0.386415 0.236373 1.010244 0.869641 1.702402 1.278380 0.910579 1.747489 1.667505 1.574600 1.390060 1.672214 1.869987 2.335258 2.236415 1.542595 1.391818 0.871206 2.369738 1.802147 1.377126 0.946481 2.180585 1.417647 1.826025 1.574000 1.673744 1.519185 1.336363 1.581960 0.521310 1.528161 1.863172 1.807780 1.172389 2.068160 2.152121 1.446967 1.245609 1.732697 1.570639 1.774256 1.994426 1.460101 1.539475 2.660801 1.617729 1.884806 2.147040 1.556014 1.301987 2.113681 0.641082 2.436085 2.895327 2.467108 0.989118 1.137618 1.416253 1.278996 1.673092 1.527077 1.945743 1.038850 0.949891 1.184094 2.172971 2.015083 2.180133 2.557167 1.403256 2.406248 1.761384 1.417157 1.845381 1.505407 1.692991 1.078143 1.369245 1.793545 1.223672 1.624746 1.926702 1.864754 1.675865 2.735100 1.310895 1.618497 1.077267 0.931696 2.446565 2.299431 2.458774 2.007342 1.291794 2.023698 1.330022 2.079799 1.058256 1.940116 1.615999 2.051026 1.848950 1.032858 2.017255 1.309365 1.451336 1.729722 1.977023 1.820582 1.436338 1.113766 1.649876 0.865625 1.593554 1.689740 2.256201 1.559925 2.446824 1.697467 2.491621 2.508423 1.950411 1.518942 2.171240 1.857239 2.132154 2.865262 
0.840343 0.351518 0.902643 1.196901 1.931572 1.827993 1.210764 1.938115 1.865472 2.572969 2.689158 1.916888 2.886434 2.737515 2.116442 2.442379 1.878136 1.456321 3.635723 2.231529 2.148108 2.442329 2.371875 2.050122 2.882834 2.031117 2.908233 2.161656 2.456331 2.723346 1.164376 2.216684 2.850206 1.786836 1.440418 1.889341 2.954370 1.766045 1.657955 2.330160 2.734471 1.715910 2.972580 2.424744 2.283924 3.543426 2.226026 2.626358 2.358648 1.684950 2.592885 3.232288 0.872171 3.429058 3.397272 2.755005 1.310035 1.504801 2.747160 2.230664 2.692446 2.260972 2.816144 1.402406 1.782805 1.972200 2.631289 1.871398 2.757605 2.658041 2.266631 3.181053 2.204450 2.043050 2.079562 2.196712 2.321473 2.040586 2.296834 2.520516 2.451066 2.354017 2.556643 2.323237 2.518073 3.464234 1.928101 2.292406 2.053469 1.383600 2.542430 2.765276 3.644572 2.093572 2.008076 2.786279 1.810664 2.998267 1.837612 3.022673 2.506167 2.453679 2.063481 1.775690 2.892186 1.878040 2.106624 2.017498 3.268061 2.779554 2.048333 2.229446 1.841909 1.464731 1.911585 2.850939 2.617942 2.528664 2.512141 3.162370 3.912263 2.789569 2.768039 2.756131 2.948214 3.135017 3.267942 3.873741 
0.428401 0.179582 0.547914 0.639962 1.429823 0.981919 1.385695 2.055068 2.053596 2.462514 2.812187 1.946886 3.041186 2.318776 1.851133 1.910325 1.972261 1.410574 3.671532 2.062005 2.021979 2.133471 2.713645 1.465739 3.105913 1.676243 3.288053 2.021143 2.005604 2.704879 1.311878 2.611076 2.916238 1.544520 1.964512 2.126034 2.174931 1.946539 1.607584 2.494993 3.079188 1.156805 2.837293 2.613754 1.902063 3.944849 2.695849 2.696010 2.527193 2.360838 2.088242 2.944586 1.401401 3.623574 3.018257 2.518915 1.237976 1.469825 2.966540 2.065267 2.996391 2.515375 3.401776 1.416052 2.390123 2.208039 2.202179 2.673063 2.654655 2.535196 2.223562 2.630891 2.118482 1.554234 2.012746 2.406069 1.840912 2.038822 2.858580 2.359849 2.795074 2.780110 2.797814 2.208075 2.745512 3.082538 1.653549 2.805175 2.107946 2.017215 2.382119 2.616015 3.532590 2.125724 2.023812 3.094483 1.229253 3.386160 2.419383 3.140332 2.847915 2.879902 2.274646 2.033503 3.104271 1.617619 2.535981 2.438562 2.881797 2.576220 2.064878 1.954939 1.753456 1.354515 2.334785 3.265357 2.334101 1.873781 2.807565 3.208437 3.890996 2.519912 2.827798 2.587102 2.701141 3.011779 3.088599 3.526726 
0.381098 0.177663 0.632360 0.777416 1.315186 1.216932 1.223607 1.982148 2.256101 2.032547 2.422393 1.723606 3.252334 2.458082 2.079443 2.600107 2.496676 1.482435 3.963766 2.407119 1.918228 2.472744 3.002178 1.748327 3.282935 2.221569 3.197781 1.634887 2.162564 2.946844 1.270824 2.635262 2.684118 1.231491 2.045773 2.024837 2.619226 1.535218 1.945156 2.424356 2.850957 1.961589 3.148007 1.954455 1.959988 4.039854 2.025181 2.994634 2.390761 2.395390 2.629363 3.309035 1.792234 3.169511 2.691976 2.841799 1.253304 2.024114 3.017003 1.953838 2.508927 1.928734 2.416508 1.780836 1.989982 2.503391 1.750092 2.799100 2.991740 2.522658 2.167921 2.428024 2.024564 2.167093 1.516791 2.358526 2.803334 1.769583 2.118695 2.459978 2.165017 2.654804 2.222324 2.723881 2.420701 2.861184 2.059128 2.211975 1.987186 1.818882 2.487720 2.818021 3.145470 2.500616 1.864740 3.003925 1.957183 2.716676 2.013328 2.761327 2.732782 2.822156 2.379288 1.672733 3.272440 2.123688 2.250228 2.529085 3.165402 2.863467 1.935946 1.646079 1.658875 1.377285 2.840580 3.073328 2.425942 2.116259 2.879342 3.406879 3.935141 2.594672 2.859560 2.214967 2.641898 3.223997 3.587714 2.864919 
0.638787 0.232517 0.389403 0.742362 1.409578 1.229161 1.212646 1.821861 2.834576 3.437230 2.870788 2.153579 3.578711 3.047596 2.389863 3.118080 2.788004 1.925190 4.003453 3.013932 3.049093 2.447207 3.789121 2.437377 3.936878 2.343583 4.237615 2.019536 2.764106 3.534852 1.468366 3.212438 3.532398 1.880406 2.006097 3.119977 3.144612 2.374914 2.347162 2.943976 3.068938 1.771104 3.763863 2.444768 2.319458 4.396555 3.082191 3.223836 3.257058 2.881627 2.956774 3.972458 1.723946 4.117970 3.336365 3.551034 1.851386 2.372190 3.815626 2.731865 3.279118 2.422310 3.118653 1.819188 2.350047 2.552020 2.401377 3.420052 3.597472 3.667186 2.492548 3.011237 2.939049 2.797827 2.587908 2.967692 3.131921 2.133400 3.360599 2.763282 2.937037 3.652280 3.116888 3.295490 2.707790 3.578310 2.017821 2.675549 1.917614 2.016869 3.296487 3.085804 3.855151 3.096977 2.279295 3.884808 2.241546 3.725775 2.885672 3.337551 3.308556 3.260835 2.940488 2.178687 3.571157 1.991698 3.269209 3.084227 3.789178 3.266541 2.228269 2.325510 2.518215 2.134294 2.884639 3.680524 3.385756 3.028752 3.909227 3.757889 4.045621 2.924719 2.436531 2.954685 3.734244 3.176901 3.724335 3.683785 
0.000115 0.024432 0.189414 0.214289 0.379678 0.414252 0.749082 1.130404 1.788281 2.372587 2.825744 1.044902 2.993076 1.981260 2.108625 2.928471 2.551810 2.157826 3.271989 1.370540 2.442086 1.721670 3.438469 2.146049 3.212773 2.223179 2.757180 1.722650 1.548394 2.964023 1.227118 1.960552 2.998801 1.137228 2.078706 2.100129 2.306129 1.639106 2.245416 2.530202 2.989579 1.957089 3.293372 1.618720 1.417446 3.093305 1.953814 2.855488 2.000831 2.554115 2.399934 3.410109 1.606427 3.032254 2.065725 2.774785 1.382363 1.880313 2.668913 1.816988 2.038187 1.746636 2.323123 1.300147 2.407073 1.573138 1.094145 2.666092 2.555188 2.328600 2.608431 1.532698 2.764786 2.230249 1.241633 2.214443 2.802349 1.310657 3.162876 1.726126 2.890659 2.753931 2.429223 2.145052 2.513904 2.215122 1.990803 1.782498 2.164360 2.304435 2.247319 1.850379 2.394149 1.741617 1.824549 3.243302 1.683586 2.712808 1.969666 2.237700 2.804753 2.121083 2.441556 1.943488 3.387914 1.798400 3.149009 2.483251 3.098230 2.937871 2.237170 2.321571 1.679599 2.375739 2.814551 2.570733 1.928094 2.239471 2.990236 3.469684 2.792830 2.660385 1.547899 2.303081 3.222137 2.509639 2.818465 2.110402 
